DEPTH(m),RHOB(g_cm^3),DRHO,DRRT,PEF,IDRO,IDDR,IDPE,MRP_T2(%),BFV_T2(%),FFV_T2(%),T2LM_T2(ms),TNPH(%),GR(gAPI)
327.9888,1.9871,0.0755,0.0755,3.5077,1.9958,0.0705,3.9439,29.4081,29.4081,0.0,3.1067,54.1068,77.0952
328.1412,1.9786,0.0718,0.0669,3.5087,1.9872,0.0649,3.7963,28.8295,28.8295,0.0,2.991,53.059,72.6476
328.2936,1.9678,0.0646,0.0567,3.4525,1.9634,0.0581,3.4697,27.7095,27.7095,0.0,3.0199,51.5039,70.659
328.446,1.9638,0.0602,0.0619,3.3786,1.9662,0.0562,3.3124,27.504,27.504,0.0,2.992,50.7772,71.0423
328.5984,1.9554,0.0575,0.0659,3.3183,1.961,0.0505,3.3686,27.222,27.222,0.0,2.9767,46.7007,70.0996
328.7508,1.9735,0.068,0.0695,3.2836,1.9839,0.0634,3.3204,26.8462,26.8462,0.0,3.0065,46.7274,69.2208
328.9032,1.9834,0.0658,0.062,3.1757,1.9894,0.0595,3.2079,27.0917,27.0917,0.0,3.0678,46.4269,67.2583
329.0556,1.9958,0.0642,0.0691,3.1658,1.9971,0.055,3.1821,27.4956,27.4956,0.0,3.0667,50.3268,69.7085
329.208,1.9909,0.057,0.0675,3.2494,2.0095,0.0564,3.1846,28.178,27.7585,0.4195,3.3244,50.565,74.1702
329.3604,1.9886,0.0578,0.0668,3.365,1.9938,0.0496,3.2554,27.8367,27.8367,0.0,2.9484,50.9886,74.7236
329.5128,1.9895,0.0595,0.0522,3.4214,1.9869,0.0548,3.3606,27.7482,27.7482,0.0,3.0068,50.0285,75.5163
329.6652,1.991,0.056,0.0348,3.5249,1.9836,0.053,3.6169,27.4001,27.4001,0.0,3.0021,49.7169,74.135
329.8176,1.9968,0.0544,0.0249,3.5932,1.9981,0.05,3.7406,27.4791,27.1086,0.3705,3.3159,47.1997,76.1487
329.97,2.0026,0.0532,0.0301,3.5994,1.9987,0.0459,3.5635,28.5733,28.1704,0.4029,3.3838,49.0068,75.9173
330.1224,1.9985,0.0496,0.0367,3.5192,1.9978,0.0435,3.4472,29.3738,28.6284,0.7455,3.5928,50.136,76.9179
330.2748,2.0004,0.0505,0.0481,3.5521,2.0024,0.0449,3.4853,29.6326,28.9417,0.6909,3.5086,51.6548,74.5697
330.4272,1.9965,0.0543,0.0615,3.5745,2.0047,0.0497,3.485,29.7711,28.9844,0.7867,3.5311,49.6391,74.7212
330.5796,1.9977,0.0608,0.079,3.5481,2.0072,0.0548,3.5191,29.6457,29.1521,0.4936,3.2908,48.3026,74.3868
330.732,1.9832,0.0586,0.0758,3.5499,1.9908,0.0481,3.5769,28.9871,28.6506,0.3365,3.1467,49.2792,76.2702
330.8844,1.9821,0.0557,0.0605,3.5722,1.9935,0.05,3.6469,28.1415,28.1415,0.0,3.0798,51.7654,78.6479
331.0368,1.9796,0.054,0.0486,3.5916,1.9876,0.0585,3.5388,27.888,27.7331,0.1549,3.1826,49.9848,80.6693
331.1892,1.9905,0.0579,0.0523,3.6114,1.9952,0.0534,3.8091,27.6937,27.6937,0.0,3.0604,47.0399,83.3346
331.3416,1.9885,0.0544,0.0469,3.6163,1.9964,0.0509,3.8091,27.6431,27.6431,0.0,2.9698,45.9611,80.9705
331.494,1.9898,0.0492,0.0432,3.6868,1.9825,0.0427,3.5875,28.2401,28.2401,0.0,3.0096,50.9483,77.6575
331.6464,1.9942,0.0489,0.0329,3.625,1.9935,0.04,3.576,28.3636,28.3636,0.0,2.9871,54.7089,75.2346
331.7988,1.9829,0.0413,0.0398,3.5798,1.9784,0.029,3.4613,27.9907,27.9907,0.0,2.8607,53.1856,76.5244
331.9512,1.9806,0.035,0.0504,3.4918,1.9721,0.0259,3.4665,27.9223,27.9223,0.0,2.9031,51.5902,78.7606
332.1036,1.98,0.0283,0.0571,3.4774,1.9716,0.0201,3.5256,27.9636,27.9636,0.0,2.9016,50.9346,79.0115
332.256,1.9945,0.0315,0.0596,3.4667,1.9996,0.0259,3.4584,27.7114,27.7114,0.0,2.9494,52.544,79.6402
332.4084,2.0012,0.0382,0.0462,3.5533,2.0133,0.0395,3.6029,27.5308,27.5308,0.0,2.9969,52.5505,83.2278
332.5608,1.9927,0.0364,0.0437,3.5183,1.9998,0.0353,3.4938,28.2261,28.2261,0.0,2.9649,50.946,81.5574
332.7132,1.9907,0.0401,0.0457,3.571,1.9944,0.04,3.7667,28.8353,28.8353,0.0,2.9426,50.9318,83.0627
332.8656,1.9917,0.0431,0.0546,3.5951,1.9946,0.0366,3.701,29.4402,29.4402,0.0,3.0056,51.8765,79.3886
333.018,1.989,0.0443,0.0647,3.6286,1.9932,0.0349,3.6108,29.5711,29.5711,0.0,3.0537,51.0336,83.3942
333.1704,1.9875,0.0449,0.065,3.5857,1.9831,0.0377,3.5257,29.633,29.633,0.0,3.0181,50.7152,79.1982
333.3228,1.9863,0.0441,0.0644,3.498,1.9841,0.0456,3.4952,29.7661,29.7661,0.0,3.0532,47.7735,79.3796
333.4752,1.9902,0.0437,0.0562,3.5479,1.9907,0.0476,3.6258,29.9854,29.9854,0.0,3.0782,49.2277,81.1731
333.6276,1.9907,0.0422,0.0507,3.5297,1.9796,0.0342,3.5337,30.3352,30.3352,0.0,3.0064,46.4999,83.7752
333.78,1.9916,0.0424,0.0407,3.5058,1.9805,0.0336,3.3927,30.277,30.277,0.0,3.0154,50.3439,85.6509
333.9324,1.9937,0.0451,0.05,3.5315,1.9954,0.0369,3.3723,29.7939,29.7939,0.0,2.9476,50.4245,81.8652
334.0848,1.9951,0.0502,0.0453,3.5493,1.9869,0.0424,3.4287,29.889,29.889,0.0,2.9677,53.4861,83.3131
334.2372,1.9911,0.0524,0.0457,3.5683,1.9956,0.047,3.5402,29.6787,29.6787,0.0,2.9931,51.6865,79.8711
334.3896,1.9896,0.057,0.0371,3.5095,2.0016,0.0617,3.5772,28.5659,28.5659,0.0,2.9891,52.0129,80.1506
334.542,1.9867,0.0578,0.0472,3.4326,1.9831,0.0499,3.4304,27.9328,27.9328,0.0,2.9096,51.2504,78.9327
334.6944,1.9884,0.0604,0.0389,3.3831,1.9773,0.0489,3.4032,27.896,27.896,0.0,2.9951,51.369,80.3162
334.8468,1.9886,0.059,0.0384,3.2878,1.9912,0.0513,3.327,28.0464,28.0306,0.0157,2.981,51.0619,78.8172
334.9992,1.9852,0.0546,0.0333,3.3182,1.9937,0.0526,3.4282,28.0774,27.8828,0.1947,3.1175,49.5907,78.2122
335.1516,1.9846,0.0515,0.0416,3.3857,1.996,0.0501,3.4304,27.9117,27.6976,0.2141,3.0695,50.4039,76.3018
335.304,1.9826,0.048,0.047,3.4936,1.9812,0.0484,3.5684,28.1809,27.858,0.3229,3.1629,51.3319,75.8787
335.4564,1.9854,0.0443,0.046,3.5553,1.9795,0.0361,3.6211,27.69,27.69,0.0,2.9725,52.3341,76.4479
335.6088,1.9891,0.0401,0.0447,3.451,1.991,0.0406,3.4624,28.2157,28.2157,0.0,3.0245,52.6181,78.4041
335.7612,2.0008,0.0463,0.0388,3.4211,2.0027,0.0474,3.3393,28.5398,28.4351,0.1046,3.0125,52.7113,78.6526
335.9136,2.0056,0.0521,0.0478,3.3354,1.9917,0.04,3.2215,28.1061,28.0906,0.0155,2.8669,53.726,77.8682
336.066,2.0015,0.0529,0.0436,3.4153,1.9984,0.0447,3.344,28.6441,28.6441,0.0,2.8232,54.4067,76.666
336.2184,1.9947,0.0468,0.0513,3.414,1.9876,0.0335,3.4003,29.4118,29.2347,0.1771,2.9499,54.1204,77.6662
336.3708,1.9976,0.046,0.0534,3.431,1.9912,0.0386,3.3349,29.3189,29.2089,0.11,2.8623,52.4003,75.7488
336.5232,1.9983,0.0452,0.0581,3.3816,1.9995,0.0402,3.3463,29.8112,29.8112,0.0,2.8819,52.8253,79.9026
336.6756,1.9871,0.0395,0.0551,3.3381,1.9955,0.0374,3.267,29.9774,29.9774,0.0,2.8698,52.1937,80.2402
336.828,1.9767,0.0387,0.0552,3.434,1.987,0.0355,3.3392,30.3268,30.3268,0.0,2.9158,53.4168,82.512
336.9804,1.9745,0.0419,0.0571,3.494,1.987,0.0368,3.2458,30.6349,30.6349,0.0,2.9734,51.4125,78.9361
337.1328,1.9821,0.0512,0.054,3.5958,1.9927,0.0518,3.427,31.4344,31.4344,0.0,2.9905,51.6867,78.3282
337.2852,1.9812,0.0479,0.0543,3.5482,1.994,0.0508,3.3459,32.2173,32.2173,0.0,2.9823,51.8043,79.3508
337.4376,1.9744,0.0356,0.0626,3.5053,1.9813,0.0343,3.5661,32.9249,32.9249,0.0,3.0525,52.4381,81.3597
337.59,1.9764,0.0314,0.07,3.4509,1.9752,0.0222,3.5762,33.1067,33.1067,0.0,3.1147,52.8308,80.7854
337.7424,1.9712,0.0283,0.0784,3.3889,1.9649,0.0164,3.5787,32.9623,32.9623,0.0,3.1533,52.6635,78.8075
337.8948,1.9701,0.0315,0.0595,3.3634,1.966,0.0194,3.4592,32.7906,32.7906,0.0,3.1885,52.9618,79.104
338.0472,1.9645,0.0278,0.0585,3.3303,1.9755,0.0261,3.3647,32.9718,32.9718,0.0,3.1831,53.6161,81.9334
338.1996,1.9738,0.0342,0.0536,3.3858,1.9839,0.0333,3.3481,32.6492,32.6492,0.0,3.0528,52.0459,83.5014
338.352,1.9755,0.0377,0.0613,3.3366,1.9811,0.0372,3.2651,32.0851,32.0851,0.0,2.9865,50.8688,82.0665
338.5044,1.9675,0.0354,0.0591,3.2983,1.9672,0.0251,3.2,32.0696,32.0696,0.0,2.9626,50.1844,79.0539
338.6568,1.9596,0.0306,0.0621,3.2339,1.9564,0.016,3.0614,31.7027,31.7027,0.0,2.8665,53.6039,76.9664
338.8092,1.9669,0.0327,0.06,3.3371,1.965,0.0212,3.2477,30.9571,30.9571,0.0,2.8278,54.2099,74.8491
338.9616,1.9763,0.0338,0.0683,3.3781,1.9784,0.0232,3.1804,30.4684,30.4684,0.0,2.8129,53.8349,78.8673
339.114,1.9791,0.0301,0.0681,3.312,1.9795,0.0191,3.3149,29.8528,29.8528,0.0,2.8362,51.3912,79.1478
339.2664,1.9772,0.0295,0.0718,3.2008,1.9961,0.0223,3.1278,29.9637,29.9637,0.0,2.7877,51.5268,83.7221
339.4188,1.9716,0.0302,0.0715,3.1972,1.9895,0.0205,3.0923,29.8222,29.8222,0.0,2.8181,52.3165,79.0792
339.5712,1.9708,0.0337,0.0672,3.3618,1.9761,0.0178,3.216,29.269,29.269,0.0,2.878,52.1919,80.5212
339.7236,1.9741,0.0314,0.062,3.4608,1.9741,0.0131,3.2642,28.8133,28.8133,0.0,2.9257,52.7574,78.1766
339.876,1.9827,0.0277,0.0497,3.4941,1.9854,0.0167,3.4264,28.5054,28.5054,0.0,2.9504,50.8906,78.61
340.0284,1.9949,0.0286,0.0448,3.494,1.9938,0.014,3.481,28.5844,28.5844,0.0,3.0398,51.1921,79.2878
340.1808,1.9977,0.0299,0.0476,3.5331,1.9803,0.0058,3.525,27.6993,27.6993,0.0,3.0257,50.8234,78.9948
340.3332,2.0004,0.0311,0.0422,3.5873,1.9934,0.0111,3.5091,27.1271,27.1271,0.0,3.0364,51.1848,81.1728
340.4856,1.9989,0.0323,0.0395,3.52,1.9957,0.0188,3.4595,27.1564,27.1564,0.0,2.9975,51.6396,81.2314
340.638,1.9952,0.0347,0.0454,3.5142,2.0,0.0269,3.4756,26.8404,26.8147,0.0257,3.0861,51.1307,81.1955
340.7904,1.9889,0.0352,0.0498,3.4972,1.9899,0.0251,3.4971,26.9568,26.9568,0.0,3.0185,51.1619,79.1582
340.9428,1.9825,0.0312,0.0463,3.5434,1.9802,0.022,3.6071,26.254,25.9403,0.3136,3.0649,47.6089,78.1861
341.0952,1.9782,0.0266,0.0436,3.5537,1.9904,0.0266,3.6152,25.6527,25.2961,0.3566,3.0146,48.4779,78.7557
341.2476,1.9844,0.0317,0.0426,3.5421,1.985,0.0257,3.5941,25.764,25.764,0.0,2.7943,49.1585,79.2001
341.4,1.98,0.0308,0.0554,3.4892,1.9779,0.0159,3.4373,25.6082,25.6082,0.0,2.7677,52.5423,79.6226
341.5524,1.9759,0.0299,0.0514,3.4382,1.975,0.0139,3.4483,25.6872,25.5616,0.1255,2.8252,53.9538,80.3743
341.7048,1.9675,0.025,0.0452,3.427,1.9713,0.0141,3.5099,25.8343,25.3068,0.5275,3.1147,53.4874,80.2345
341.8572,1.9662,0.0284,0.0427,3.3718,1.9803,0.0278,3.5435,26.0994,25.5579,0.5414,3.2037,52.5042,78.1964
342.0096,1.9614,0.0248,0.0506,3.2276,1.9783,0.0279,3.33,27.0842,26.3256,0.7586,3.4487,52.6773,74.0533
342.162,1.9585,0.0242,0.0516,3.1614,1.9623,0.0252,3.2901,27.2568,26.4284,0.8284,3.5921,54.8221,75.8414
342.3144,1.9623,0.0225,0.0462,3.2229,1.9698,0.0179,3.2165,28.1017,27.3763,0.7254,3.5443,53.2041,76.6763
342.4668,1.9698,0.0257,0.0562,3.4225,1.9846,0.0228,3.4757,28.3303,27.3808,0.9496,3.8332,51.6093,78.9667
342.6192,1.9875,0.0371,0.0846,3.5233,1.9851,0.0189,3.4554,29.2723,28.4858,0.7865,3.764,48.8624,74.0295
342.7716,1.9875,0.0373,0.0857,3.6159,1.9836,0.018,3.5832,30.0624,29.3798,0.6826,3.7591,50.5686,73.9036
342.924,2.0071,0.0483,0.0816,3.6071,2.0072,0.0304,3.5096,30.2455,29.6631,0.5824,3.7791,50.7011,69.9792
343.0764,2.0044,0.0466,0.0624,3.5881,2.0052,0.0334,3.4416,31.1228,30.7803,0.3425,3.572,50.7992,70.436
343.2288,2.0167,0.0611,0.0668,3.4607,2.024,0.0512,3.3394,31.4868,31.2705,0.2163,3.6141,50.1839,68.6752
343.3812,1.9994,0.0619,0.0862,3.4377,2.0099,0.0532,3.4579,32.6856,32.5848,0.1009,3.5707,50.6447,72.4032
343.5336,1.9945,0.0651,0.1155,3.4594,2.0022,0.0524,3.5184,34.2417,34.1958,0.0459,3.4349,50.5902,70.7532
343.686,1.9892,0.0749,0.137,3.5025,2.0058,0.0603,3.5587,35.0471,35.0471,0.0,3.3219,50.4284,68.8007
343.8384,1.9521,0.096,0.1206,3.5965,1.9851,0.0925,3.7468,35.5826,35.5826,0.0,3.2647,48.5067,68.2424
343.9908,1.8979,0.0941,0.1423,3.5453,1.9159,0.072,3.7658,35.3348,35.3348,0.0,3.2137,50.3696,71.5056
344.1432,1.85,0.0821,0.139,3.5002,1.8588,0.0511,3.7455,35.6519,35.6519,0.0,3.2091,52.6848,75.0519
344.2956,1.8364,0.0634,0.1092,3.4041,1.8497,0.0454,3.7186,35.9615,35.9615,0.0,3.1932,55.5773,77.1938
344.448,1.8305,0.0555,0.0612,3.3719,1.8438,0.0513,3.4414,36.0503,36.0503,0.0,3.1453,55.6944,78.0647
344.6004,1.833,0.0585,0.0508,3.375,1.8345,0.0447,3.7046,36.2572,36.2572,0.0,3.1291,53.5882,81.5261
344.7528,1.8246,0.0417,0.046,3.4068,1.8484,0.0446,3.4729,35.9595,35.9595,0.0,3.1027,53.4042,84.3312
344.9052,1.8309,0.0317,0.0731,3.4328,1.8419,0.0245,3.4529,36.9532,36.8096,0.1435,3.1485,55.4415,81.1426
345.0576,1.8241,0.0143,0.0874,3.4426,1.842,0.0127,3.4096,37.3616,37.3211,0.0405,3.1327,60.5995,76.9089
345.21,1.8244,0.0182,0.0903,3.4304,1.8339,0.0074,3.4747,38.03,37.8347,0.1953,3.2886,62.088,72.7178
345.3624,1.815,0.024,0.086,3.5486,1.8217,0.0074,3.5961,37.5669,37.4209,0.146,3.3441,60.0279,75.7822
345.5148,1.7984,0.0263,0.0981,3.6088,1.8082,0.0071,3.634,38.2187,37.813,0.4057,3.5367,56.8235,74.718
345.6672,1.7807,0.0301,0.1107,3.6637,1.8013,0.0069,3.6279,38.2621,37.9448,0.3173,3.478,57.3977,71.3281
345.8196,1.7687,0.0325,0.1141,3.7658,1.7891,0.0079,3.8187,38.4359,38.1952,0.2407,3.3469,58.7351,68.152
345.972,1.773,0.0422,0.1075,3.9406,1.7778,0.0077,4.0221,38.1741,37.9476,0.2265,3.3466,58.5377,63.7955
346.1244,1.7952,0.0531,0.0833,4.0007,1.8082,0.0292,4.2319,38.3065,38.1985,0.108,3.1973,56.4617,63.7325
346.2768,1.8138,0.0544,0.081,3.8105,1.8344,0.0305,4.0511,38.0076,37.9172,0.0904,3.2216,56.812,63.3349
346.4292,1.8431,0.0494,0.0729,3.6034,1.8583,0.0216,3.8215,38.2673,38.2382,0.0291,3.1904,57.3837,73.4882
346.5816,1.864,0.0298,0.0786,3.4599,1.8745,0.0099,3.7597,38.4327,38.4327,0.0,3.1775,56.4088,77.1385
346.734,1.9133,0.0323,0.098,3.4151,1.9141,0.0074,3.4262,38.4267,38.4267,0.0,3.1673,55.6374,82.1559
346.8864,1.9374,0.0285,0.1053,3.4423,1.9335,-0.004,3.3996,37.632,37.632,0.0,3.1321,54.1458,79.9915
347.0388,1.9424,0.0252,0.089,3.4473,1.9365,0.002,3.4478,37.9364,37.9364,0.0,3.1201,54.9887,80.2359
347.1912,1.9363,0.0191,0.0777,3.4879,1.9441,0.0073,3.4257,37.6075,37.6075,0.0,3.0724,54.7663,79.2499
347.3436,1.9308,0.0186,0.0807,3.5289,1.9443,0.011,3.4447,37.2575,37.2575,0.0,3.039,54.5269,76.5531
347.496,1.9344,0.0222,0.0828,3.5757,1.9452,0.0211,3.445,36.9198,36.9198,0.0,3.0148,55.7145,79.4751
347.6484,1.9411,0.0249,0.0725,3.5805,1.9495,0.012,3.6265,36.661,36.661,0.0,3.0039,56.7533,81.4272
347.8008,1.9477,0.0206,0.0653,3.4701,1.9564,0.0094,3.5674,36.3555,36.3555,0.0,3.0515,56.0868,83.0062
347.9532,1.9504,0.0181,0.0734,3.4958,1.9615,0.0117,3.3345,36.9288,36.8448,0.084,3.0392,54.7813,77.2922
348.1056,1.9509,0.0149,0.0885,3.4804,1.952,0.0063,3.3112,37.0489,36.8821,0.1668,3.0473,52.9269,76.2122
348.258,1.963,0.0216,0.0844,3.5449,1.9607,0.0001,3.3018,36.8051,36.473,0.3322,3.1157,52.1569,78.0433
348.4104,1.973,0.0259,0.0739,3.5441,1.971,0.0057,3.4244,36.2772,36.1853,0.0919,2.9306,51.4477,79.9428
348.5628,1.9727,0.0228,0.0582,3.5214,1.9719,0.0053,3.3716,36.5142,36.4115,0.1027,2.8808,51.9968,79.7754
348.7152,1.9658,0.0174,0.0509,3.5472,1.9745,0.0153,3.5402,36.1905,36.1245,0.0659,2.8704,53.9465,77.2484
348.8676,1.9626,0.0113,0.0509,3.5131,1.9618,-0.0006,3.3789,35.4538,35.4538,0.0,2.8533,53.3485,80.0435
349.02,1.9716,0.0179,0.0616,3.5661,1.9656,0.001,3.3583,34.9291,34.9291,0.0,2.8767,51.7603,79.5832
349.1724,1.9698,0.0157,0.0798,3.6361,1.9709,-0.0027,3.4926,34.6083,34.4755,0.1328,2.9665,51.0008,80.0262
349.3248,1.97,0.0125,0.0763,3.6335,1.9735,0.0026,3.5369,34.5223,34.5223,0.0,2.887,50.6444,77.7146
349.4772,1.9659,0.0041,0.0784,3.5514,1.9657,-0.002,3.4848,33.6435,33.6435,0.0,2.9861,50.8067,77.241
349.6296,1.9796,0.0082,0.0665,3.5387,1.9838,0.0055,3.6635,33.0129,33.0129,0.0,3.07,50.6991,77.4322
349.782,1.9874,0.0146,0.0539,3.5428,1.9847,0.0144,3.618,33.0906,32.9376,0.153,3.1624,50.7337,75.9906
349.9344,1.9859,0.0157,0.0499,3.5897,1.979,0.003,3.4798,32.7908,32.7194,0.0714,3.147,51.7126,77.0465
350.0868,1.9721,0.0108,0.0363,3.5211,1.9799,0.0138,3.4778,32.5223,32.3575,0.1648,3.2016,52.5987,74.641
350.2392,1.9612,0.0076,0.0502,3.5647,1.9625,-0.0006,3.5712,32.0611,31.5781,0.483,3.2874,52.6001,72.8296
350.3916,1.9597,0.0082,0.0516,3.5264,1.9556,0.0047,3.4451,31.201,31.201,0.0,3.214,51.2914,71.2853
350.544,1.9602,0.0112,0.0554,3.5489,1.9557,0.0062,3.5977,31.7267,31.7267,0.0,3.1575,50.0602,73.9978
350.6964,1.9569,0.0144,0.0613,3.5075,1.9599,0.0141,3.5792,32.0247,32.0247,0.0,3.1785,50.255,77.7802
350.8488,1.9625,0.0172,0.0639,3.5698,1.964,0.0161,3.4724,32.2639,32.2639,0.0,3.2159,50.4551,79.5908
351.0012,1.9675,0.018,0.057,3.5451,1.9711,0.0154,3.6184,32.5695,32.5695,0.0,3.2351,51.0476,81.1646
351.1536,1.9792,0.0177,0.0585,3.5813,1.9877,0.0126,3.7333,33.9651,33.9651,0.0,3.0621,52.2153,80.8334
351.306,1.9782,0.0188,0.0767,3.6172,1.9829,0.0156,3.6229,34.4527,34.4527,0.0,3.051,52.3598,81.4683
351.4584,1.9793,0.0201,0.0877,3.5757,1.9846,0.0229,3.4446,34.01,34.01,0.0,3.0018,52.35,79.8545
351.6108,1.9731,0.0184,0.0964,3.5608,1.9737,0.0224,3.4116,34.262,34.262,0.0,3.089,51.4305,81.4992
351.7632,1.9678,0.0172,0.0968,3.5333,1.9732,0.0232,3.5308,34.3257,34.3257,0.0,3.0689,51.2977,81.7491
351.9156,1.9706,0.0216,0.0957,3.5662,1.9754,0.0285,3.557,34.0326,34.0326,0.0,3.1232,49.7975,80.4156
352.068,1.9744,0.0277,0.0976,3.5771,1.9786,0.0351,3.6245,34.2278,34.2278,0.0,3.1862,47.282,78.8184
352.2204,1.9759,0.0309,0.0843,3.5396,1.9747,0.0223,3.502,34.5468,34.1738,0.3729,3.293,46.6271,79.1837
352.3728,1.9726,0.0311,0.0707,3.5469,1.9762,0.019,3.5192,34.7586,34.5749,0.1837,3.1636,49.7719,80.6179
352.5252,1.9721,0.031,0.0409,3.5884,1.9874,0.03,3.6686,35.1779,34.8518,0.3261,3.1445,50.7691,80.2723
352.6776,1.9793,0.035,0.0386,3.645,1.9872,0.0324,3.7472,35.119,34.8637,0.2553,3.0722,51.3881,79.4744
352.83,1.9779,0.0341,0.0397,3.6595,1.9906,0.0472,3.8896,34.3516,34.2473,0.1044,3.0885,51.5747,78.2297
352.9824,1.976,0.0309,0.0605,3.5246,1.9949,0.0427,3.7377,33.2551,33.2551,0.0,3.0822,50.6073,76.6636
353.1348,1.9738,0.0324,0.0578,3.4846,1.9908,0.0458,3.7094,33.1318,33.1318,0.0,3.0575,50.6689,75.9573
353.2872,1.9749,0.0369,0.0549,3.4458,1.9711,0.0243,3.3024,32.602,32.602,0.0,2.9674,50.7165,77.102
353.4396,1.9752,0.0472,0.0494,3.4998,1.9853,0.046,3.4803,31.8516,31.7683,0.0833,3.0451,50.6202,79.1992
353.592,1.9757,0.0551,0.0483,3.4813,1.9817,0.052,3.5385,31.7037,31.629,0.0746,3.0425,50.8118,81.2243
353.7444,1.9769,0.0591,0.0365,3.4623,1.9841,0.0568,3.557,31.5769,31.5769,0.0,2.9956,48.9734,80.8601
353.8968,1.983,0.0637,0.038,3.4388,1.9865,0.0629,3.4498,31.4272,31.4272,0.0,2.8722,51.6667,81.2213
354.0492,1.98,0.0625,0.0404,3.5208,1.9924,0.0669,3.4649,31.3549,31.3549,0.0,2.8801,51.6954,75.2651
354.2016,1.9814,0.0638,0.052,3.539,1.9925,0.0653,3.4335,30.8197,30.8197,0.0,2.8881,52.3963,75.6137
354.354,1.9842,0.0617,0.0522,3.4875,1.9925,0.0603,3.4979,30.1748,30.1748,0.0,2.9384,50.713,73.4369
354.5064,1.9877,0.0605,0.0543,3.3982,1.9867,0.0516,3.4378,30.6541,30.6541,0.0,2.943,50.4203,77.4382
354.6588,1.9966,0.0636,0.0456,3.3788,2.0102,0.0759,3.4367,30.8249,30.8249,0.0,2.9224,50.6818,76.76
354.8112,1.997,0.0597,0.0415,3.3824,2.0098,0.0716,3.4058,30.7424,30.7424,0.0,2.9845,52.056,78.5745
354.9636,1.9956,0.0524,0.0373,3.3804,1.9884,0.0444,3.5747,31.0723,31.0723,0.0,2.9931,53.026,76.5956
355.116,1.987,0.0413,0.0486,3.437,1.9899,0.0473,3.4857,31.6372,31.6372,0.0,2.9304,52.6027,76.3837
355.2684,1.9826,0.0383,0.049,3.4956,1.996,0.0456,3.5633,31.8521,31.8521,0.0,2.8457,51.4458,74.6959
355.4208,1.9828,0.0389,0.0473,3.4468,1.9815,0.0299,3.4176,31.6863,31.6863,0.0,2.9221,50.6826,76.2537
355.5732,1.9806,0.0386,0.0523,3.4268,1.9756,0.0271,3.3858,32.0267,32.0267,0.0,2.9336,52.7238,76.0022
355.7256,1.9779,0.0367,0.0576,3.3884,1.9683,0.02,3.2327,32.5164,32.5164,0.0,2.9144,53.9485,77.0316
355.878,1.9764,0.0333,0.0594,3.3996,1.9632,0.0229,3.2637,32.7985,32.7985,0.0,2.8929,54.6163,77.0003
356.0304,1.9789,0.0333,0.0508,3.45,1.9817,0.0371,3.5204,33.26,33.26,0.0,2.8412,52.8563,80.159
356.1828,1.9777,0.0305,0.0648,3.4468,1.9736,0.0216,3.383,32.8176,32.8176,0.0,2.9033,52.3466,81.5241
356.3352,1.9803,0.0311,0.0636,3.487,1.9972,0.036,3.3891,33.0033,33.0033,0.0,2.891,53.8215,82.2368
356.4876,1.9836,0.0319,0.0702,3.4016,1.9894,0.031,3.3447,33.1394,33.0538,0.0857,2.9617,52.3383,82.371
356.64,1.9918,0.036,0.0595,3.3782,2.0023,0.0398,3.5214,32.6254,32.5729,0.0525,2.9309,52.1163,81.4125
356.7924,1.9934,0.0407,0.0449,3.3706,1.9968,0.0397,3.4762,32.2547,32.2547,0.0,2.8658,50.8964,81.4484
356.9448,1.9914,0.0445,0.0462,3.373,1.9825,0.0293,3.1536,31.973,31.973,0.0,2.8966,51.6751,81.2572
357.0972,1.9819,0.0438,0.0514,3.4505,1.9784,0.0311,3.2456,31.7538,31.7538,0.0,2.7993,51.9423,80.2323
357.2496,1.9778,0.0406,0.0534,3.4234,1.9792,0.0323,3.295,31.6532,31.6532,0.0,2.8224,52.6684,78.9509
357.402,1.9731,0.0399,0.0378,3.5453,1.983,0.0363,3.5115,31.088,31.088,0.0,2.8475,53.0001,78.0156
357.5544,1.9735,0.0377,0.0392,3.5257,1.9772,0.0324,3.4962,30.8697,30.8697,0.0,2.8785,53.1142,79.5462
357.7068,1.9723,0.0355,0.042,3.5274,1.966,0.0277,3.6278,30.6526,30.6526,0.0,2.8866,52.2018,78.7178
357.8592,1.9731,0.0315,0.0429,3.4162,1.9659,0.0258,3.5187,30.6239,30.6239,0.0,2.8588,51.0222,78.3475
358.0116,1.9715,0.03,0.0467,3.4064,1.9727,0.0215,3.4275,30.5543,30.5543,0.0,2.9242,49.8116,77.2893
358.164,1.9726,0.0307,0.0524,3.4726,1.9688,0.0243,3.4265,30.472,30.472,0.0,2.8607,49.5319,78.3911
358.3164,1.9764,0.028,0.0569,3.4636,1.97,0.0233,3.3893,31.0014,31.0014,0.0,2.8802,48.5975,74.7448
358.4688,1.9751,0.0274,0.0619,3.4622,1.99,0.0358,3.3829,31.4525,31.4525,0.0,2.895,50.8385,74.3012
358.6212,1.9729,0.0251,0.0535,3.4392,1.966,0.0117,3.3967,32.0277,32.0277,0.0,2.9356,49.9135,75.2024
358.7736,1.9728,0.0291,0.0524,3.45,1.9784,0.0384,3.5074,32.4623,32.4623,0.0,2.9846,50.9153,79.9334
358.926,1.968,0.0283,0.0469,3.424,1.9841,0.0461,3.4521,32.3164,32.3164,0.0,2.975,47.3547,80.8862
